Depth (m),AF (mT),x (emu),y (emu),z (emu)
4.3281,50,-9.75E-07,2.05E-06,-6.38E-06
4.3281,60,-1.61E-06,1.31E-06,-5.85E-06
4.3281,70,-1.44E-06,5.70E-07,-5.31E-06
4.3281,80,-1.27E-06,7.92E-07,-4.77E-06
4.3281,90,-1.10E-06,1.01E-06,-3.04E-06
4.3281,100,4.30E-06,1.24E-06,-1.31E-06
4.3521,0,6.44E-07,-2.12E-06,2.84E-05
4.3521,2.5,6.25E-07,3.79E-07,1.81E-05
4.3521,5,6.49E-07,-2.85E-08,1.09E-05
4.3521,7.5,3.23E-07,4.78E-07,8.22E-06
4.3521,10,6.14E-08,1.65E-06,6.05E-06
4.3521,12.5,2.25E-07,1.55E-06,4.98E-06
4.3521,15,-5.35E-08,1.46E-06,4.41E-06
4.3521,17.5,-1.93E-07,1.58E-06,3.49E-06
4.3521,20,-2.78E-07,1.81E-06,2.17E-06
4.3521,25,-1.01E-06,2.04E-06,1.24E-06
4.3521,30,-1.37E-06,2.28E-06,3.19E-07
4.3521,35,-1.73E-06,2.35E-06,-6.05E-07
4.3521,40,-2.09E-06,2.43E-06,-1.02E-06
4.3521,45,-1.57E-06,2.51E-06,-1.44E-06
4.3521,50,-1.05E-06,2.47E-06,-1.86E-06
4.3521,60,-5.31E-07,2.42E-06,-2.26E-06
4.3521,70,-1.29E-06,2.38E-06,-2.67E-06
4.3521,80,-2.06E-06,1.82E-06,-3.07E-06
4.3521,90,-2.82E-06,1.26E-06,-2.55E-06
4.3521,100,2.65E-06,7.05E-07,-2.03E-06
4.4031,0,8.23E-06,-1.65E-06,2.86E-05
4.4031,2.5,7.20E-06,-7.87E-07,1.94E-05
4.4031,5,6.29E-06,-2.54E-07,1.15E-05
4.4031,7.5,5.46E-06,3.56E-07,7.59E-06
4.4031,10,4.57E-06,1.16E-06,4.85E-06
4.4031,12.5,3.75E-06,9.67E-07,3.96E-06
4.4031,15,3.82E-06,1.06E-06,2.72E-06
4.4031,17.5,4.05E-06,1.67E-06,1.69E-06
4.4031,20,4.01E-06,2.42E-06,1.32E-06
4.4031,25,3.59E-06,2.00E-06,3.95E-07
4.4031,30,2.92E-06,1.58E-06,-5.35E-07
4.4031,35,2.25E-06,1.37E-06,-1.46E-06
4.4031,40,1.58E-06,1.17E-06,-1.71E-06
4.4031,45,1.08E-06,9.65E-07,-1.95E-06
4.4031,50,5.70E-07,7.23E-07,-2.19E-06
4.4031,60,6.55E-08,4.80E-07,-2.20E-06
4.4031,70,-1.92E-07,2.38E-07,-2.21E-06
4.4031,80,-4.51E-07,-2.11E-07,-2.21E-06
4.4031,90,-7.09E-07,-6.60E-07,-2.33E-06
4.4031,100,2.93E-06,-1.11E-06,-2.44E-06
4.4291,0,2.85E-06,-4.43E-06,3.11E-05
4.4291,2.5,3.13E-06,-2.05E-06,2.15E-05
4.4291,5,3.02E-06,-1.93E-06,1.40E-05
4.4291,7.5,2.97E-06,-1.95E-06,1.09E-05
4.4291,10,2.43E-06,-8.92E-07,8.93E-06
4.4291,12.5,1.90E-06,-9.90E-07,7.85E-06
4.4291,15,2.12E-06,-1.11E-06,7.05E-06
4.4291,17.5,1.23E-06,-1.26E-06,6.54E-06
4.4291,20,1.16E-06,-4.15E-07,5.75E-06
4.4291,25,1.48E-06,-2.52E-07,4.37E-06
4.4291,30,9.41E-07,-8.95E-08,2.98E-06
4.4291,35,4.03E-07,3.12E-07,1.59E-06
4.4291,40,-1.35E-07,7.14E-07,4.73E-07
4.4291,45,-7.27E-07,1.12E-06,-6.46E-07
4.4291,50,-1.32E-06,1.21E-06,-1.77E-06
4.4291,60,-1.91E-06,1.31E-06,-1.57E-06
4.4291,70,-2.15E-06,1.41E-06,-1.38E-06
4.4291,80,-2.38E-06,6.34E-07,-1.18E-06
4.4291,90,-2.62E-06,-1.42E-07,-8.85E-07
4.4291,100,3.18E-06,-9.18E-07,-5.85E-07
4.4781,0,-5.08E-07,3.69E-07,2.18E-05
4.4781,2.5,-1.00E-07,9.40E-07,1.46E-05
4.4781,5,1.34E-07,9.31E-07,9.20E-06
4.4781,7.5,1.38E-07,6.70E-07,7.30E-06
4.4781,10,-2.57E-08,5.75E-07,5.91E-06
4.4781,12.5,1.10E-07,9.46E-07,4.86E-06
4.4781,15,-1.47E-07,1.04E-06,4.80E-06
4.4781,17.5,-5.92E-07,7.11E-07,4.36E-06
4.4781,20,-5.72E-07,7.29E-07,3.58E-06
4.4781,25,-9.85E-07,9.60E-07,2.52E-06
4.4781,30,-1.18E-06,1.19E-06,1.47E-06
4.4781,35,-1.38E-06,1.12E-06,4.11E-07
4.4781,40,-1.57E-06,1.05E-06,3.89E-08
4.4781,45,-1.64E-06,9.85E-07,-3.33E-07
4.4781,50,-1.71E-06,1.01E-06,-7.05E-07
4.4781,60,-1.78E-06,1.04E-06,-5.92E-07
4.4781,70,-1.83E-06,1.07E-06,-4.80E-07
4.4781,80,-1.88E-06,9.30E-07,-3.68E-07
4.4781,90,-1.93E-06,7.96E-07,-2.97E-07
4.4781,100,1.21E-06,6.61E-07,-2.27E-07
4.5041,0,1.96E-06,5.31E-07,1.66E-05
4.5041,2.5,2.21E-06,3.42E-07,1.10E-05
4.5041,5,2.39E-06,7.00E-07,6.22E-06
4.5041,7.5,2.69E-06,6.44E-07,4.14E-06
4.5041,10,2.18E-06,8.77E-07,3.04E-06
4.5041,12.5,2.19E-06,3.51E-07,1.94E-06
4.5041,15,2.41E-06,3.24E-07,1.70E-06
4.5041,17.5,2.03E-06,4.33E-07,1.34E-06
4.5041,20,2.27E-06,8.84E-07,1.01E-06
4.5041,25,2.13E-06,1.08E-06,5.71E-07
4.5041,30,1.90E-06,1.27E-06,1.31E-07
4.5041,35,1.66E-06,1.21E-06,-3.10E-07
4.5041,40,1.43E-06,1.15E-06,-4.39E-07
4.5041,45,1.22E-06,1.09E-06,-5.68E-07
4.5041,50,1.01E-06,7.05E-07,-6.97E-07
4.5041,60,8.03E-07,3.19E-07,-7.83E-07
4.5041,70,4.73E-07,-6.65E-08,-8.69E-07
4.5041,80,1.42E-07,1.71E-07,-9.55E-07
4.5041,90,-1.88E-07,4.09E-07,-7.25E-07
4.5041,100,2.29E-06,6.46E-07,-4.94E-07
4.5561,0,1.79E-06,-3.51E-06,1.24E-05
4.5561,2.5,2.18E-06,-3.03E-06,7.47E-06
4.5561,5,2.42E-06,-2.41E-06,3.74E-06
4.5561,7.5,2.50E-06,-2.02E-06,2.01E-06
4.5561,10,2.63E-06,-1.61E-06,1.06E-06
4.5561,12.5,2.60E-06,-1.76E-06,7.48E-07
4.5561,15,2.37E-06,-1.42E-06,4.15E-07
4.5561,17.5,2.09E-06,-1.08E-06,8.33E-08
4.5561,20,1.80E-06,-8.76E-07,-2.49E-07
4.5561,25,1.52E-06,-6.70E-07,-5.92E-07
4.5561,30,1.40E-06,-4.64E-07,-9.34E-07
4.5561,35,1.27E-06,-5.06E-07,-1.28E-06
4.5561,40,1.15E-06,-5.49E-07,-1.72E-06
4.5561,45,8.77E-07,-5.92E-07,-2.16E-06
4.5561,50,6.07E-07,-3.68E-07,-2.61E-06
4.5561,60,3.37E-07,-1.45E-07,-1.99E-06
4.5561,70,5.29E-07,7.90E-08,-1.37E-06
4.5561,80,7.21E-07,1.24E-07,-7.51E-07
4.5561,90,9.13E-07,1.69E-07,-1.66E-06
4.5561,100,8.73E-07,2.14E-07,-2.57E-06
4.5811,0,7.39E-07,-2.22E-06,1.83E-05
4.5811,2.5,9.69E-07,-1.59E-06,1.29E-05
4.5811,5,1.06E-06,-1.16E-06,8.54E-06
4.5811,7.5,1.28E-06,-6.55E-07,6.51E-06
4.5811,10,1.01E-06,-1.04E-06,4.82E-06
4.5811,12.5,5.44E-07,-1.13E-06,3.78E-06
4.5811,15,5.33E-07,-1.20E-06,3.26E-06
4.5811,17.5,2.03E-07,-1.27E-06,2.73E-06
4.5811,20,-1.27E-07,-1.05E-06,2.21E-06
4.5811,25,-4.57E-07,-8.21E-07,1.18E-06
4.5811,30,-8.73E-07,-5.96E-07,1.41E-07
4.5811,35,-1.29E-06,-2.80E-07,-8.93E-07
4.5811,40,-1.70E-06,3.60E-08,-9.65E-07
4.5811,45,-1.97E-06,3.52E-07,-1.04E-06
4.5811,50,-2.23E-06,2.81E-07,-1.11E-06
4.5811,60,-2.49E-06,2.11E-07,-1.09E-06
4.5811,70,-2.12E-06,1.40E-07,-1.08E-06
4.5811,80,-1.75E-06,2.79E-07,-1.06E-06
4.5811,90,-1.37E-06,4.18E-07,-1.62E-06
4.5811,100,1.48E-06,5.57E-07,-2.17E-06
4.6361,0,1.65E-06,-8.32E-07,1.56E-05
4.6361,2.5,1.96E-06,-5.97E-07,1.18E-05
4.6361,5,1.89E-06,-6.10E-08,7.87E-06
4.6361,7.5,1.91E-06,7.60E-08,6.01E-06
4.6361,10,2.13E-06,9.43E-08,5.10E-06
4.6361,12.5,2.07E-06,2.49E-08,4.45E-06
4.6361,15,1.60E-06,5.45E-07,3.72E-06
4.6361,17.5,1.21E-06,6.90E-07,2.76E-06
4.6361,20,9.05E-07,4.71E-07,2.39E-06
4.6361,25,8.04E-07,6.74E-07,1.94E-06
4.6361,30,6.94E-07,8.77E-07,1.49E-06
4.6361,35,5.84E-07,8.44E-07,1.04E-06
4.6361,40,4.74E-07,8.11E-07,8.60E-07
4.6361,45,1.46E-07,7.79E-07,6.83E-07
4.6361,50,-1.82E-07,5.70E-07,5.07E-07
4.6361,60,-5.11E-07,3.62E-07,2.31E-07
4.6361,70,-2.49E-07,1.54E-07,-4.46E-08
4.6361,80,1.19E-08,-6.89E-08,-3.20E-07
4.6361,90,2.73E-07,-2.92E-07,-6.05E-07
4.6361,100,1.79E-06,-5.15E-07,-8.90E-07
4.6611,0,-3.40E-07,5.08E-07,1.72E-05
4.6611,2.5,-3.79E-08,9.16E-07,1.16E-05
4.6611,5,6.68E-08,1.36E-06,7.32E-06
4.6611,7.5,-1.44E-07,1.46E-06,5.31E-06
4.6611,10,-7.77E-07,1.54E-06,3.86E-06
4.6611,12.5,-9.90E-07,1.75E-06,3.34E-06
4.6611,15,-1.01E-06,1.49E-06,2.90E-06
4.6611,17.5,-9.36E-07,1.22E-06,2.47E-06
4.6611,20,-8.59E-07,1.01E-06,2.04E-06
4.6611,25,-7.82E-07,7.90E-07,1.73E-06
4.6611,30,-8.28E-07,5.74E-07,1.42E-06
4.6611,35,-8.73E-07,7.20E-07,1.12E-06
4.6611,40,-9.18E-07,8.66E-07,6.66E-07
4.6611,45,-7.99E-07,1.01E-06,2.13E-07
4.6611,50,-6.80E-07,9.45E-07,-2.39E-07
4.6611,60,-5.61E-07,8.78E-07,-4.42E-07
4.6611,70,-8.98E-07,8.11E-07,-6.45E-07
4.6611,80,-1.23E-06,1.06E-06,-8.48E-07
4.6611,90,-1.57E-06,1.32E-06,-7.39E-07
4.6611,100,2.31E-06,1.57E-06,-6.30E-07
4.7111,0,8.21E-07,-4.18E-06,2.37E-05
4.7111,2.5,-9.13E-08,-3.14E-06,1.70E-05
4.7111,5,-5.52E-07,-3.13E-06,1.14E-05
4.7111,7.5,-5.75E-07,-2.03E-06,8.76E-06
4.7111,10,-1.93E-06,-1.98E-06,7.21E-06
4.7111,12.5,-1.33E-06,-2.26E-06,6.14E-06
4.7111,15,-1.58E-06,-1.84E-06,5.68E-06
4.7111,17.5,-1.34E-06,-1.43E-06,5.21E-06
4.7111,20,-1.10E-06,-9.40E-07,4.75E-06
4.7111,25,-8.63E-07,-4.55E-07,4.00E-06
4.7111,30,-9.94E-07,3.09E-08,3.25E-06
4.7111,35,-1.12E-06,1.57E-07,2.51E-06
4.7111,40,-1.26E-06,2.84E-07,2.23E-06
4.7111,45,-1.22E-06,4.10E-07,1.96E-06
4.7111,50,-1.18E-06,6.68E-07,1.68E-06
4.7111,60,-1.15E-06,9.25E-07,1.49E-06
4.7111,70,-1.18E-06,1.18E-06,1.30E-06
4.7111,80,-1.21E-06,1.31E-06,1.12E-06
4.7111,90,-1.25E-06,1.44E-06,1.97E-07
4.7111,100,1.12E-06,1.57E-06,-7.23E-07
4.7381,0,1.78E-06,-1.57E-07,2.80E-05
4.7381,2.5,1.26E-06,-7.43E-07,2.22E-05
4.7381,5,6.88E-07,-1.94E-07,1.72E-05
4.7381,7.5,1.61E-07,2.85E-07,1.45E-05
4.7381,10,2.98E-07,1.92E-07,1.23E-05
4.7381,12.5,2.23E-07,3.26E-07,1.14E-05
4.7381,15,-2.64E-07,7.46E-07,1.01E-05
4.7381,17.5,-8.85E-07,5.99E-07,9.56E-06
4.7381,20,-5.21E-07,6.46E-07,9.11E-06
4.7381,25,-9.70E-07,1.03E-06,7.61E-06
4.7381,30,-9.68E-07,1.42E-06,6.11E-06
4.7381,35,-9.67E-07,1.24E-06,4.61E-06
4.7381,40,-9.65E-07,1.06E-06,4.06E-06
4.7381,45,-1.21E-06,8.89E-07,3.51E-06
4.7381,50,-1.46E-06,4.86E-07,2.96E-06
4.7381,60,-1.70E-06,8.27E-08,2.57E-06
4.7381,70,-1.96E-06,-3.20E-07,2.17E-06
4.7381,80,-2.21E-06,-2.64E-07,1.78E-06
4.7381,90,-2.47E-06,-2.07E-07,8.71E-07
4.7381,100,2.51E-06,-1.51E-07,-3.23E-08
4.7891,0,6.83E-06,2.37E-06,2.98E-05
4.7891,2.5,5.55E-06,2.89E-06,2.32E-05
4.7891,5,4.34E-06,2.63E-06,1.69E-05
4.7891,7.5,4.37E-06,3.06E-06,1.39E-05
4.7891,10,3.94E-06,8.33E-07,1.24E-05
4.7891,12.5,3.74E-06,1.01E-06,1.06E-05
4.7891,15,2.92E-06,7.05E-07,9.41E-06
4.7891,17.5,2.73E-06,1.90E-06,8.53E-06
4.7891,20,3.13E-06,2.05E-06,7.58E-06
4.7891,25,2.38E-06,1.53E-06,6.01E-06
4.7891,30,1.67E-06,1.01E-06,4.43E-06
4.7891,35,9.66E-07,1.46E-06,2.85E-06
4.7891,40,2.61E-07,1.91E-06,2.23E-06
4.7891,45,1.46E-08,2.36E-06,1.60E-06
4.7891,50,-2.32E-07,2.19E-06,9.75E-07
4.7891,60,-4.79E-07,2.02E-06,8.87E-07
4.7891,70,-6.10E-07,1.85E-06,8.00E-07
4.7891,80,-7.42E-07,1.76E-06,7.12E-07
4.7891,90,-8.73E-07,1.67E-06,4.15E-07
4.7891,100,1.05E-06,1.58E-06,1.18E-07
4.8141,0,5.56E-06,4.51E-06,2.80E-05
4.8141,2.5,4.45E-06,3.71E-06,2.14E-05
4.8141,5,4.11E-06,3.49E-06,1.55E-05
4.8141,7.5,3.44E-06,3.12E-06,1.24E-05
4.8141,10,3.29E-06,3.13E-06,1.06E-05
4.8141,12.5,2.88E-06,2.58E-06,9.49E-06
4.8141,15,2.62E-06,3.42E-06,8.12E-06
4.8141,17.5,2.28E-06,3.02E-06,6.82E-06
4.8141,20,2.41E-06,3.10E-06,6.37E-06
4.8141,25,8.91E-07,3.35E-06,4.90E-06
4.8141,30,1.04E-06,3.60E-06,3.43E-06
4.8141,35,1.19E-06,3.42E-06,1.97E-06
4.8141,40,1.33E-06,3.24E-06,1.04E-06
4.8141,45,1.07E-06,3.06E-06,1.06E-07
4.8141,50,8.12E-07,3.37E-06,-8.25E-07
4.8141,60,5.50E-07,3.68E-06,-7.99E-07
4.8141,70,-3.59E-07,4.00E-06,-7.73E-07
4.8141,80,-1.27E-06,3.50E-06,-7.47E-07
4.8141,90,-2.18E-06,3.00E-06,-1.03E-06
4.8141,100,3.82E-06,2.51E-06,-1.31E-06
4.8671,0,-6.64E-07,3.27E-07,2.47E-05
4.8671,2.5,-1.07E-06,1.87E-07,1.69E-05
4.8671,5,-7.15E-07,-4.93E-07,1.08E-05
4.8671,7.5,-2.45E-07,-4.30E-07,8.13E-06
4.8671,10,-7.74E-07,5.46E-07,6.06E-06
4.8671,12.5,-9.50E-07,6.66E-07,5.33E-06
4.8671,15,-1.44E-06,3.91E-07,4.24E-06
4.8671,17.5,-7.11E-07,5.47E-07,3.10E-06
4.8671,20,-1.25E-06,2.35E-07,2.34E-06
4.8671,25,-1.43E-06,4.70E-07,9.78E-07
4.8671,30,-1.35E-06,7.05E-07,-3.88E-07
4.8671,35,-1.27E-06,3.01E-07,-1.75E-06
4.8671,40,-1.19E-06,-1.02E-07,-2.31E-06
4.8671,45,-1.60E-06,-5.06E-07,-2.86E-06
4.8671,50,-2.01E-06,1.92E-07,-3.41E-06
4.8671,60,-2.42E-06,8.89E-07,-3.11E-06
4.8671,70,-2.11E-06,1.59E-06,-2.81E-06
4.8671,80,-1.79E-06,1.12E-06,-2.52E-06
4.8671,90,-1.48E-06,6.50E-07,-2.46E-06
4.8671,100,2.34E-06,1.81E-07,-2.41E-06
4.8921,0,2.00E-06,-1.42E-06,2.43E-05
4.8921,2.5,1.42E-06,-5.15E-07,1.61E-05
4.8921,5,1.34E-06,-1.33E-06,9.59E-06
4.8921,7.5,1.16E-06,-1.30E-06,6.20E-06
4.8921,10,9.45E-07,-7.62E-07,4.75E-06
4.8921,12.5,1.39E-06,-1.21E-06,3.60E-06
4.8921,15,7.92E-07,-8.66E-07,2.80E-06
4.8921,17.5,6.08E-07,-1.27E-06,1.87E-06
4.8921,20,7.92E-07,-8.81E-07,1.51E-06
4.8921,25,-8.61E-08,-8.67E-07,5.12E-07
4.8921,30,-3.34E-07,-8.52E-07,-4.87E-07
4.8921,35,-5.82E-07,-7.39E-07,-1.49E-06
4.8921,40,-8.30E-07,-6.25E-07,-1.73E-06
4.8921,45,-1.05E-06,-5.12E-07,-1.98E-06
4.8921,50,-1.27E-06,-3.22E-07,-2.23E-06
4.8921,60,-1.49E-06,-1.32E-07,-2.23E-06
4.8921,70,-1.48E-06,5.79E-08,-2.23E-06
4.8921,80,-1.48E-06,-9.12E-08,-2.23E-06
4.8921,90,-1.47E-06,-2.40E-07,-2.29E-06
4.8921,100,1.39E-06,-3.90E-07,-2.36E-06
4.9441,0,3.00E-06,-2.97E-06,2.56E-05
4.9441,2.5,2.23E-06,-2.47E-06,1.82E-05
4.9441,5,2.13E-06,-2.16E-06,1.14E-05
4.9441,7.5,2.22E-06,-1.98E-06,8.25E-06
4.9441,10,1.95E-06,-1.83E-06,5.99E-06
4.9441,12.5,2.20E-06,-1.43E-06,5.20E-06
4.9441,15,2.15E-06,-1.46E-06,4.33E-06
4.9441,17.5,1.42E-06,-4.82E-07,3.23E-06
4.9441,20,1.72E-06,-3.43E-07,3.04E-06
4.9441,25,8.10E-07,1.24E-08,2.26E-06
4.9441,30,5.46E-07,3.67E-07,1.48E-06
4.9441,35,2.82E-07,7.14E-07,6.99E-07
4.9441,40,1.75E-08,1.06E-06,3.24E-07
4.9441,45,5.88E-08,1.41E-06,-5.08E-08
4.9441,50,1.00E-07,1.24E-06,-4.25E-07
4.9441,60,1.41E-07,1.08E-06,-4.37E-07
4.9441,70,-4.21E-07,9.15E-07,-4.49E-07
4.9441,80,-9.83E-07,5.93E-07,-4.61E-07
4.9441,90,-1.55E-06,2.71E-07,-5.63E-07
4.9441,100,1.10E-06,-5.14E-08,-6.66E-07
4.9691,0,3.46E-06,3.71E-07,2.34E-05
4.9691,2.5,2.60E-06,6.65E-07,1.64E-05
4.9691,5,2.21E-06,1.14E-06,9.88E-06
4.9691,7.5,2.26E-06,2.83E-07,6.93E-06
4.9691,10,1.75E-06,4.05E-07,5.21E-06
4.9691,12.5,2.14E-06,8.96E-08,4.31E-06
4.9691,15,1.46E-06,-4.13E-07,3.49E-06
4.9691,17.5,1.18E-06,-1.43E-07,2.97E-06
4.9691,20,1.75E-06,-1.10E-07,2.52E-06
4.9691,25,1.35E-06,4.39E-07,1.60E-06
4.9691,30,1.11E-06,9.88E-07,6.82E-07
4.9691,35,8.66E-07,7.68E-07,-2.39E-07
4.9691,40,6.25E-07,5.49E-07,-5.44E-07
4.9691,45,1.53E-07,3.29E-07,-8.49E-07
4.9691,50,-3.19E-07,5.59E-07,-1.15E-06
4.9691,60,-7.90E-07,7.89E-07,-1.12E-06
4.9691,70,-6.05E-07,1.02E-06,-1.09E-06
4.9691,80,-4.20E-07,1.25E-06,-1.06E-06
4.9691,90,-2.35E-07,1.48E-06,-1.19E-06
4.9691,100,2.81E-06,1.71E-06,-1.33E-06
5.0211,0,2.60E-07,1.01E-06,9.74E-06
5.0211,2.5,1.18E-06,5.96E-08,4.48E-06
5.0211,5,1.71E-06,-1.08E-06,-1.20E-06
5.0211,7.5,1.88E-06,-1.64E-06,-3.79E-06
5.0211,10,1.47E-06,-1.81E-06,-5.78E-06
5.0211,12.5,1.73E-06,-1.75E-06,-6.37E-06
5.0211,15,1.50E-06,-1.99E-06,-6.99E-06
5.0211,17.5,1.08E-06,-1.61E-06,-7.20E-06
5.0211,20,1.69E-06,-1.56E-06,-7.56E-06
5.0211,25,3.05E-07,-1.53E-06,-8.04E-06
5.0211,30,3.83E-07,-1.50E-06,-8.51E-06
5.0211,35,4.62E-07,-1.10E-06,-8.99E-06
5.0211,40,5.41E-07,-7.00E-07,-8.50E-06
5.0211,45,4.02E-07,-3.00E-07,-8.02E-06
5.0211,50,2.63E-07,-3.14E-07,-7.53E-06
5.0211,60,1.24E-07,-3.28E-07,-6.69E-06
5.0211,70,-8.98E-08,-3.43E-07,-5.84E-06
5.0211,80,-3.03E-07,-6.54E-08,-5.00E-06
5.0211,90,-5.17E-07,2.12E-07,-4.53E-06
5.0211,100,8.09E-07,4.89E-07,-4.07E-06
5.0481,0,1.24E-06,3.87E-06,1.01E-05
5.0481,2.5,7.87E-07,2.31E-06,3.26E-06
5.0481,5,7.05E-07,1.61E-06,-3.91E-06
5.0481,7.5,1.25E-06,1.62E-06,-7.24E-06
5.0481,10,1.50E-07,1.52E-06,-8.65E-06
5.0481,12.5,2.19E-07,1.64E-06,-9.43E-06
5.0481,15,4.65E-08,1.68E-06,-1.03E-05
5.0481,17.5,-4.26E-07,6.91E-07,-1.07E-05
5.0481,20,-3.58E-07,1.24E-06,-1.09E-05
5.0481,25,-1.11E-06,9.62E-07,-1.08E-05
5.0481,30,-7.59E-07,6.83E-07,-1.06E-05
5.0481,35,-4.05E-07,1.13E-06,-1.05E-05
5.0481,40,-5.08E-08,1.58E-06,-1.04E-05
5.0481,45,-2.39E-07,2.03E-06,-1.03E-05
5.0481,50,-4.26E-07,1.98E-06,-1.01E-05
5.0481,60,-6.14E-07,1.94E-06,-8.73E-06
5.0481,70,-5.31E-07,1.89E-06,-7.33E-06
5.0481,80,-4.49E-07,1.55E-06,-5.93E-06
5.0481,90,-3.66E-07,1.21E-06,-5.17E-06
5.0481,100,8.74E-07,8.67E-07,-4.41E-06
5.0991,0,-1.83E-06,2.84E-06,1.92E-05
5.0991,2.5,-1.64E-06,2.11E-06,9.70E-06
5.0991,5,-1.34E-06,1.82E-06,1.23E-06
5.0991,7.5,-1.35E-06,1.43E-06,-2.34E-06
5.0991,10,-1.31E-06,1.06E-06,-4.19E-06
5.0991,12.5,-1.08E-06,1.54E-06,-5.55E-06
5.0991,15,-1.92E-07,9.91E-07,-6.22E-06
5.0991,17.5,-6.63E-07,1.47E-06,-6.56E-06
5.0991,20,5.98E-08,2.26E-06,-6.61E-06
5.0991,25,-1.24E-06,1.96E-06,-6.61E-06
5.0991,30,-1.28E-06,1.65E-06,-6.61E-06
5.0991,35,-1.33E-06,2.13E-06,-6.61E-06
5.0991,40,-1.38E-06,2.61E-06,-6.87E-06
5.0991,45,-1.65E-06,3.09E-06,-7.13E-06
5.0991,50,-1.93E-06,2.95E-06,-7.40E-06
5.0991,60,-2.21E-06,2.81E-06,-6.55E-06
5.0991,70,-1.56E-06,2.67E-06,-5.71E-06
5.0991,80,-9.14E-07,2.73E-06,-4.86E-06
5.0991,90,-2.67E-07,2.79E-06,-4.04E-06
5.0991,100,3.53E-06,2.86E-06,-3.22E-06
5.1271,0,-7.75E-07,6.62E-06,1.97E-05
5.1271,2.5,-7.00E-07,4.55E-06,1.12E-05
5.1271,5,-5.93E-07,2.85E-06,3.47E-06
5.1271,7.5,-8.78E-07,2.46E-06,6.31E-08
5.1271,10,-4.31E-07,2.12E-06,-1.89E-06
5.1271,12.5,-1.65E-07,1.50E-06,-3.33E-06
5.1271,15,-9.82E-07,2.02E-06,-3.91E-06
5.1271,17.5,-1.54E-06,1.94E-06,-4.55E-06
5.1271,20,-9.13E-07,2.01E-06,-4.85E-06
5.1271,25,-2.03E-06,1.87E-06,-5.31E-06
5.1271,30,-2.41E-06,1.74E-06,-5.77E-06
5.1271,35,-2.79E-06,1.50E-06,-6.23E-06
5.1271,40,-3.17E-06,1.26E-06,-6.19E-06
5.1271,45,-3.22E-06,1.02E-06,-6.15E-06
5.1271,50,-3.27E-06,1.16E-06,-6.11E-06
5.1271,60,-3.32E-06,1.31E-06,-5.76E-06
5.1271,70,-2.87E-06,1.45E-06,-5.40E-06
5.1271,80,-2.41E-06,9.09E-07,-5.05E-06
5.1271,90,-1.95E-06,3.66E-07,-4.40E-06
5.1271,100,1.39E-06,-1.78E-07,-3.75E-06
5.1801,0,2.05E-06,4.06E-06,2.95E-05
5.1801,2.5,1.57E-06,3.12E-06,2.17E-05
5.1801,5,1.05E-06,1.22E-06,1.45E-05
5.1801,7.5,5.51E-07,6.92E-07,1.08E-05
5.1801,10,3.61E-07,7.12E-07,8.13E-06
5.1801,12.5,7.29E-07,2.94E-07,6.99E-06
5.1801,15,-8.00E-08,3.21E-07,5.52E-06
5.1801,17.5,9.23E-08,1.63E-07,4.56E-06
5.1801,20,2.85E-07,1.21E-06,3.76E-06
5.1801,25,-3.88E-07,1.06E-06,3.13E-06
5.1801,30,-3.70E-07,9.16E-07,2.50E-06
5.1801,35,-3.51E-07,1.01E-06,1.87E-06
5.1801,40,-3.33E-07,1.10E-06,1.17E-06
5.1801,45,9.20E-09,1.20E-06,4.67E-07
5.1801,50,3.52E-07,9.90E-07,-2.32E-07
5.1801,60,6.94E-07,7.81E-07,-5.65E-07
5.1801,70,5.36E-07,5.73E-07,-8.98E-07
5.1801,80,3.78E-07,4.37E-08,-1.23E-06
5.1801,90,2.20E-07,-4.86E-07,-8.88E-07
5.1801,100,1.90E-06,-1.02E-06,-5.45E-07
5.2101,0,2.75E-06,2.76E-06,3.07E-05
5.2101,2.5,1.95E-06,1.70E-06,2.40E-05
5.2101,5,1.69E-06,1.72E-06,1.79E-05
5.2101,7.5,1.47E-06,2.72E-07,1.48E-05
5.2101,10,1.59E-06,1.88E-07,1.29E-05
5.2101,12.5,1.12E-06,8.54E-07,1.14E-05
5.2101,15,1.17E-06,1.36E-07,9.73E-06
5.2101,17.5,9.95E-07,-1.88E-07,8.24E-06
5.2101,20,6.89E-07,2.55E-07,7.02E-06
5.2101,25,1.40E-08,1.32E-07,6.03E-06
5.2101,30,2.74E-07,8.23E-09,5.03E-06
5.2101,35,5.34E-07,-2.99E-08,4.04E-06
5.2101,40,7.94E-07,-6.80E-08,3.30E-06
5.2101,45,5.37E-07,-1.06E-07,2.56E-06
5.2101,50,2.80E-07,1.29E-07,1.82E-06
5.2101,60,2.33E-08,3.65E-07,1.74E-06
5.2101,70,-1.36E-07,6.00E-07,1.65E-06
5.2101,80,-2.96E-07,6.11E-08,1.56E-06
5.2101,90,-4.56E-07,-4.78E-07,2.33E-07
5.2101,100,3.08E-06,-1.02E-06,-1.10E-06
5.2561,0,-1.22E-06,5.18E-06,5.23E-05
5.2561,2.5,-4.39E-07,2.34E-06,4.36E-05
5.2561,5,4.30E-07,2.55E-07,3.51E-05
5.2561,7.5,5.29E-07,-1.57E-07,3.05E-05
5.2561,10,-3.69E-07,-9.69E-08,2.74E-05
5.2561,12.5,-3.61E-07,-6.27E-07,2.56E-05
